,Reviews,Labels,length
1187,"Henry Thomas showed a restraint, even when the third act turned into horrible hollywood resolution that could've killed this movie, that kept the dignity of a redemption story and as for pure creepiness-sniffing babies?",1,219
1197,"I enjoyed every moment of this movie, even though I knew they could never really be together. With the life expectancy of a Bomber pilot being only six weeks, It made me feel for all of those women and men back in the 1940's who must have lived this story.",1,256
1209,"Excellent movie, albeit slightly predictable. I have to comment on Nicole Kidmans acting in this movie. Some of her other works haven't shown the amazing talent this woman has, but Birthday Girl doesn't suffer from this in the slightest. Even without words Kidmans acting shines through.",1,287
1218,"I wasn't sure what to expect but am I glad I went to see this. A smart, slightly twisted comedy that makes you think. I wasn't quite sure how a director can create ""nothing"", but leave it to Mr. Natali and the brilliant individuals at C.O.R.E. to create another low budget set that looks real (as real as nothing can be). Well worth your time and money, if you have the opportunity to see this, please go. You'll be glad you did.",1,429
1219,"...about the importance of being young, having friends, and most of all enjoying life. Through the experience of four friends, Ligabue shows to the audience how life was back in the 70's in a small italian village. the four carachters represent the four different aspects of human behavior; also the drug experience is well represented.",1,336
1221,"With a well thought out cast, this movie was a great comedic relief. The plot is well-written and the cast was knockout. Every bit as good as the reviews suggested (a rarity) and was highly entertaining. Being a huge John Candy fan myself, this movie was no disappointment.",1,273
1224,"As usual, Hollywood stereotyped EVERYONE in the movie. But, this one is a classic - from the uptight white collar banker to the Russian woman!! Well done. Even facial expressions were great! Language was perfect (even in Russian language) and Nicole did a splendid job!! Hey guys - you get what you pay for:)",1,308
1232,"If you need cheering up on a cold weekday evening, this is the film for you! Excellent script and perfectly cast actors. I especially loved Ray psyching himself up in front of the mirror before gigs - inspired!",1,210
1233,Nicole Kidman is a wonderful actress and here she's great. I really liked Ben Chaplin in The Thin Red Line and he is very good here too. This is not Great Cinema but I was most entertained. Given most films these days this is High Praise indeed.,1,245
1236,"Simply put, this is the best movie to come out of Michigan since... well, ever! Evil Dead eat your heart out, Hatred of A Minute was some of the oddest, and best cinema to be seen by this reviewer in a long time. I recommend this movie to anyone who is in need of a head trip, or a good case of the willies!",1,307
1254,"John Candy's Performance in Once Upon A Crime is possibly his best ever. It's been My Favourite Movie since it came out. I Spent 5 Years searching for it. That's How Good It Is. If You Disagree, well, that's your opinion. Enjoy The Movie.",1,238
1259,"Nice movie with a great soundtrack which spans through the rock landscape of the 70's and 80's. Radiofreccia describes a generation, it describes life in a small village near Correggio (hometown of Ligabue, the singer who wrote the book that inspired the movie), it describes life of young people and their problems relating to the world. It reminds of Trainspotting, with a bit of Italian touch.",1,396
1266,"These two men went thru hell and beyond and have produced the movie that conveys the terror that many did not survive. This is definitely a movie about survival, but not without it's touching moments.<br /><br />The finest piece of work I have seen documenting the 9/11/01 tragedy of New York City.",1,298
